notes,test_notes,product_url,part_number,product_grade,product_modifier,application,vehicle_id,short_description,price,bolt_pattern,recommended_wheel_size,wheel_fitment_pn,recommended_tire_size,tire_fitment_pn
Includes new coils and trackbar,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k2001m/,K2001M,base,plus,RAM 2500 14-22,"207955,207955,209168,209168,209168,212702,212702,212704,212704,212706,212706,212707,212707,230222,230222,230223,230223,234169,234169,234169,240939,240939,240939,250058,250058,250059,250061,252461,252461,252461,259148,259152,259154,262380,262381,262383,275029,275033,291813,291815,296143,296144,207954,207955,207957,207957,209170,209170,212699,212702,212703,212704,212705,212706,212706,230219,230221,234170,234170,240940,240941,240944,250052,250052,250052,250059,259150,259151,261416,262380,262382,262384,262385,262386,207954,207955,207956,207956,207956,209167,209167,209167,209171,209171,209171,211442,212700,212700,212701,212701,212707,212707,230219,230219,230222,230223,230223,234168,234168,234168,275028,275030,275031,275031,275032,275034,291887,291812,291812,291814,291815,240939,240940,240940,240941,240942,240942,240942,240945,240945,250060,250061,250062,250062,250062,259150,259151,261416,262382,262384,262385,262386,275028,291811,291811,291813,296143,296144,207954,207954,207957,209170,212699,212699,212700,212701,212703,212703,230220,230220,230220,230222,234170,240940,240941,240943,240943,240943,240945,250052,250062,259148,259149,259152,259154,262383,275029,275030,275032,275034,291887,291810,291814,","2.5""/ 0""  System with PRO-M Shocks with Front Coils and Adjustable Track Bar"," $	1,182.94 ",8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",37x12.5x17 LRD OR LRE,BFG35666
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vst-2-5-shocks-k2001bx/,K2001BX,pro,,RAM 2500 14-22,"207955,207955,209168,209168,209168,212702,212702,212704,212704,212706,212706,212707,212707,230222,230222,230223,230223,234169,234169,234169,240939,240939,240939,250058,250058,250059,250061,252461,252461,252461,259148,259152,259154,262380,262381,262383,275029,275033,291813,291815,296143,296144,207954,207955,207957,207957,209170,209170,212699,212702,212703,212704,212705,212706,212706,230219,230221,234170,234170,240940,240941,240944,250052,250052,250052,250059,259150,259151,261416,262380,262382,262384,262385,262386,207954,207955,207956,207956,207956,209167,209167,209167,209171,209171,209171,211442,212700,212700,212701,212701,212707,212707,230219,230219,230222,230223,230223,234168,234168,234168,275028,275030,275031,275031,275032,275034,291887,291812,291812,291814,291815,240939,240940,240940,240941,240942,240942,240942,240945,240945,250060,250061,250062,250062,250062,259150,259151,261416,262382,262384,262385,262386,275028,291811,291811,291813,296143,296144,207954,207954,207957,209170,212699,212699,212700,212701,212703,212703,230220,230220,230220,230222,234170,240940,240941,240943,240943,240943,240945,250052,250062,259148,259149,259152,259154,262383,275029,275030,275032,275034,291887,291810,291814,"," 2.5""/ 0""  System with PRO-VST 2.5"" Shocks"," $	1,862.96 ",8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",37x12.5x17 LRD OR LRE,BFG35666
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-k5099bx/,K5099BX,pro,,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers"," $	2,133.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-springs-k5097bx/,K5097BX,pro-plus,plus,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Springs"," $	2,179.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5099bxu/,K5099BXU,pro-uca,,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers and Upper Control Arms"," $	2,889.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5097bxu/,K5097BXU,pro-uca-plus,plus,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers and Upper Control Arms"," $	2,935.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-pro-m-shocks-k5097ms/,K5097MS,base,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 0-2""/0""  System with PRO-M Shocks", $	399.96 ,6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-pro-m-shocks-and-upper-control-arms-k5097msu/,K5097MSU,base-uca,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 0-2""/0""  System with PRO-M Shocks and Upper Control Arms"," $	1,155.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-k5101bx/,K5101BX,pro,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers"," $	2,112.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-springs-k5098bx/,K5098BX,pro-plus,plus,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Springs"," $	2,158.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR30578560325, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5101bxu/,K5101BXU,pro-uca,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers and Upper Control Arms"," $	2,868.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
"Short description said Coil Spacers, but I think it’s supposed to be Coil Springs. So I changed it",,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5098bxu/,K5098BXU,pro-uca-plus,plus,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Springs and Upper Control Arms"," $	2,914.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k5095ms/,K5095MS,base,,TOYOTA TACOMA 05-22,"57024,57025,57026,70644,70645,153351,153353,156082,191517,191519,208445,213622,213623,232908,232910,241206,251795,251795,251797,251798,251800,260921,260921,273284,275798,296181,56242,63123,63124,73150,153351,153352,156082,156083,156085,56243,57024,63124,191517,191518,198145,70645,73151,73151,208444,213622,232906,232907,232909,241206,241208,191518,198145,198147,198148,254197,254199,260859,208444,208445,213623,232906,232907,296185,56242,56243,56244,57025,63123,63125,70646,70646,254197,260919,260920,73152,73152,153352,156083,273284,273286,296181,296182,296183,198147,241204,241205,241205,241207,251796,251796,254194,254196,254198,254198,260859,260918,273281,273283,273285,273285,296180,296182,"," 0-2""/ 0""  System with PRO-M Shocks", $	399.96 ,6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560525, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-pro-m-shocks-k5095msu/,K5095MSU,base-uca,,TOYOTA TACOMA 05-22,"57024,57025,57026,70644,70645,153351,153353,156082,191517,191519,208445,213622,213623,232908,232910,241206,251795,251795,251797,251798,251800,260921,260921,273284,275798,296181,56242,63123,63124,73150,153351,153352,156082,156083,156085,56243,57024,63124,191517,191518,198145,70645,73151,73151,208444,213622,232906,232907,232909,241206,241208,191518,198145,198147,198148,254197,254199,260859,208444,208445,213623,232906,232907,296185,56242,56243,56244,57025,63123,63125,70646,70646,254197,260919,260920,73152,73152,153352,156083,273284,273286,296181,296182,296183,198147,241204,241205,241205,241207,251796,251796,254194,254196,254198,254198,260859,260918,273281,273283,273285,273285,296180,296182,"," 0-2""/ 0""  System with PRO-M Shocks and Upper Control Arms"," $	1,428.93 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vsrt-2-5-coilovers-and-shocks-k5095bx/,K5095BX,pro,,TOYOTA TACOMA 05-22,"57024,57025,57026,70644,70645,153351,153353,156082,191517,191519,208445,213622,213623,232908,232910,241206,251795,251795,251797,251798,251800,260921,260921,273284,275798,296181,56242,63123,63124,73150,153351,153352,156082,156083,156085,56243,57024,63124,191517,191518,198145,70645,73151,73151,208444,213622,232906,232907,232909,241206,241208,191518,198145,198147,198148,254197,254199,260859,208444,208445,213623,232906,232907,296185,56242,56243,56244,57025,63123,63125,70646,70646,254197,260919,260920,73152,73152,153352,156083,273284,273286,296181,296182,296183,198147,241204,241205,241205,241207,251796,251796,254194,254196,254198,254198,260859,260918,273281,273283,273285,273285,296180,296182,"," 0.5-3""/ 1.5""  System with VSRT 2.5"" Coilovers and Shocks"," $	2,196.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560525, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vsrt-2-5-coilovers-shocks-and-upper-control-arm-k5095bxu/,K5095BXU,pro-uca,,TOYOTA TACOMA 05-22,"57024,57025,57026,70644,70645,153351,153353,156082,191517,191519,208445,213622,213623,232908,232910,241206,251795,251795,251797,251798,251800,260921,260921,273284,275798,296181,56242,63123,63124,73150,153351,153352,156082,156083,156085,56243,57024,63124,191517,191518,198145,70645,73151,73151,208444,213622,232906,232907,232909,241206,241208,191518,198145,198147,198148,254197,254199,260859,208444,208445,213623,232906,232907,296185,56242,56243,56244,57025,63123,63125,70646,70646,254197,260919,260920,73152,73152,153352,156083,273284,273286,296181,296182,296183,198147,241204,241205,241205,241207,251796,251796,254194,254196,254198,254198,260859,260918,273281,273283,273285,273285,296180,296182,"," 0.5-3""/ 1.5""  System with VSRT 2.5” Coilovers, Shocks and Upper Control Arms"," $	2,952.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k5100ms/,K5100MS,base,,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 0-2""/ 0""  System with PRO-M Shocks", $	399.99 ,5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,,K5100MSU,base-uca,,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 0-2""/ 0""  System with PRO-M Shocks and Upper Control Arms"," $	1,155.95 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-rear-add-a-leafs-and-upper-control-arms-k5100msul/,K5100MSUL,base-uca-leaf,plus,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 0-2""/ 1.5""  System with PRO-M Shocks, Rear Add-a-leafs and Upper Control Arms"," $	1,383.92 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,,K5100BX,pro,,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 1.5-2.5""/ 0""  System with PRO-VST 2.5""  Coilovers, Shocks"," $	1,970.97 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/2-5-performance-system-with-pro-vst-2-5-coilovers-shocks-rear-add-a-leafs-k5100bxl/,K5100BXL,pro-leaf,plus,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 1.5-2.5""/ 1.5""  System with PRO-VST 2.5""  Coilovers, Shocks, Rear Add-a-leafs"," $	2,198.94 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,,K5100BXU,pro-uca,,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 1.5-2.5""/ 0""  System with PRO-VST 2.5""  Coilovers, Shocks, and Upper Control Arms"," $	2,726.96 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/2-5-performance-system-with-pro-vst-2-5-coilovers-shocks-rear-add-a-leafs-and-upper-control-arms-k5100bxul/,K5100BXUL,pro-uca-leaf,,TOYOTA TUNDRA 07-21,"67655,67657,70641,70641,74214,74214,156123,156123,198149,198149,198149,201467,208048,208052,213828,213829,241404,241406,241407,250530,261141,274720,274721,274736,67655,70642,73680,73680,73681,73681,73682,73682,74216,74216,156120,156121,191520,191521,198150,198150,67655,67656,67657,70641,70643,73680,73680,73681,73682,73682,74216,208048,208049,208050,208051,213825,230149,230150,230150,241403,241406,250529,250530,250532,254201,254203,261142,261143,261145,208048,208049,208049,208051,208052,213825,213826,213827,213827,213828,213829,230147,230149,230150,230151,230152,230152,241405,241405,241406,241407,250532,250532,250533,254200,67656,67657,70642,70643,70643,254201,254204,261146,74214,74214,74215,74215,74215,74216,156120,156120,156120,156121,156123,156123,191520,191520,191520,191521,198149,201467,208048,208050,213826,213828,213829,230147,230151,230151,241403,241404,241407,250529,250531,250531,250533,250533,254200,254200,254202,274719,274723,274737,275799,"," 1.5-2.5""/ 1.5""  System with PRO-VST 2.5""  Coilovers, Shocks, Rear Add-a-leafs and Upper Control Arms"," $	2,954.93 ",5x150,17X8.5 +25MM,"MR30578558525, MR31477558525, MR31477558825, MR31678058525",315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/pro-comp-2-5-performance-system-with-pro-vst-2-5-coilovers-and-shocks-k5102bx/,K5102BX,pro,,TOYOTA TUNDRA 22-UP,"294745,294747,294745,294749,294748,294750,300943,294747,294748,"," 1-2.5""/ 1""  System with PRO-VST 2.5""  Coilovers and Shocks"," $	2,186.96 ",6x5.5,17x8.5 +45MM,,315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/pro-comp-2-5-performance-suspension-system-with-pro-vst-2-5-coilovers-and-pro-series-upper-control-arms-k5102bxu/,K5102BXU,pro-uca,,TOYOTA TUNDRA 22-UP,"294745,294747,294745,294749,294748,294750,300943,294747,294748,"," 1-2.5""/ 1""  System with PRO-VST 2.5""  Coilovers, Shocks and Upper Control Arms"," $	2,942.95 ",6x5.5,17x8.5 +45MM,,315/70/17 LRC,"BFG08806, PCT43157017"